iter	Logloss
252	0.4507555171
253	0.4506225421
254	0.4504942697
255	0.4504318088
256	0.4503240054
257	0.4502537033
258	0.4501471285
259	0.4500104038
260	0.4499138552
261	0.4497543972
262	0.4496547001
263	0.4495339811
264	0.4494391033
265	0.4493645906
266	0.4492616235
267	0.4491828668
268	0.4491081973
269	0.4490246206
270	0.4489009343
271	0.4487815404
272	0.4486666498
273	0.448512819
274	0.4484393739
275	0.4482447253
276	0.4481049763
277	0.4480219116
278	0.4479044012
279	0.4478612581
280	0.4477979467
281	0.4477153647
282	0.4475456788
283	0.4474502083
284	0.447372594
285	0.4472186244
286	0.447103735
287	0.4469472095
288	0.4468629606
289	0.4468094637
290	0.4467164134
291	0.4466058391
292	0.4465177246
293	0.4464153599
294	0.4462865214
295	0.4462277216
296	0.4461512678
297	0.4460106402
298	0.4459263785
299	0.4458576456
300	0.4458070759
301	0.4457229949
302	0.4456518569
303	0.4455857261
304	0.4454437532
305	0.4453872821
306	0.445245532
307	0.4451234816
308	0.4449990946
309	0.4449123227
310	0.4448450427
311	0.444670134
312	0.4445733687
313	0.4445105133
314	0.4444079895
315	0.4443452291
316	0.4442408469
317	0.444122522
318	0.4440606552
319	0.4439937523
320	0.4438628744
321	0.4437882819
322	0.4437051622
323	0.4436476197
324	0.4434949634
325	0.4434140938
326	0.443321109
327	0.443243156
328	0.4431687624
329	0.443071285
330	0.4429508877
331	0.4428916591
332	0.4427476768
333	0.4426830516
334	0.4426282982
335	0.4425379529
336	0.4424403781
337	0.44231435
338	0.4422379561
339	0.4421801215
340	0.4421262954
341	0.4420101489
342	0.4419081352
343	0.4418221962
344	0.4417413606
345	0.4416030865
346	0.4414810485
347	0.441362853
348	0.4412816313
349	0.4411852166
350	0.4411013861
351	0.4410012345
352	0.440960684
353	0.4408575434
354	0.4407414498
355	0.4406786552
356	0.4406380057
357	0.4405579043
358	0.4403958136
359	0.440325278
360	0.4402575023
361	0.4401858298
362	0.4400719664
363	0.4400143934
364	0.4399554597
365	0.439836209
366	0.4396872123
367	0.4396162688
368	0.4395632302
369	0.4395210658
370	0.4394177325
371	0.4393417751
372	0.4392277876
373	0.4391540196
374	0.4390815791
375	0.4390062703
376	0.4389651213
377	0.4389106908
378	0.4387895066
379	0.4386607158
380	0.4386023586
381	0.4385424918
382	0.438455373
383	0.4383063079
384	0.4382403708
385	0.4381483049
386	0.4380470047
387	0.4379736464
388	0.4378929009
389	0.4378371127
390	0.4377801064
391	0.4376951579
392	0.4376136782
393	0.4375253562
394	0.4374809323
395	0.4374212963
396	0.4373197769
397	0.4371886353
398	0.4371393896
399	0.437034292
400	0.4369245215
401	0.43684619
402	0.4367798686
403	0.4367220274
404	0.4366243677
405	0.4365779459
406	0.4364419718
407	0.4363653025
408	0.4362795399
409	0.4362169462
410	0.4361454471
411	0.4360980357
412	0.4359880528
413	0.4358438784
414	0.4357687319
415	0.4357202338
416	0.4356179427
417	0.4355169524
418	0.4354338374
419	0.435364346
420	0.4353151382
421	0.4352607906
422	0.4351626268
423	0.4350842709
424	0.4350270425
425	0.4349219936
426	0.4348246091
427	0.4347544275
428	0.4346297573
429	0.4345140235
430	0.4344769545
431	0.4344070211
432	0.4343026317
433	0.4342389368
434	0.4341686354
435	0.4340647906
436	0.4339711031
437	0.4338973489
438	0.4338006616
439	0.433741037
440	0.4336322183
441	0.4335355171
442	0.4334528413
443	0.4334106032
444	0.4333381314
445	0.4332941636
446	0.4332075749
447	0.4331329871
448	0.4330694473
449	0.4330068156
450	0.4329427057
451	0.4328996184
452	0.4328219065
453	0.4327310371
454	0.4326269717
455	0.4325593673
456	0.4325118134
457	0.4324748502
458	0.4324051037
459	0.4323604712
460	0.4322711294
461	0.4322314018
462	0.4321704905
463	0.4320599978
464	0.4319997188
465	0.4318781556
466	0.4318206212
467	0.4317366785
468	0.4316803507
469	0.4315970277
470	0.4315391336
471	0.4314792598
472	0.4314372003
473	0.4313807972
474	0.4313324264
475	0.4312361904
476	0.4311673918
477	0.4311187871
478	0.4310691145
479	0.4309663018
480	0.4308824813
481	0.4307765967
482	0.4307163399
483	0.4306828131
484	0.4306128174
485	0.4305207645
486	0.4304445384
487	0.4303405375
488	0.4302122274
489	0.4301722562
490	0.4300910233
491	0.4300190753
492	0.4299329407
493	0.4298553811
494	0.4297530894
495	0.4297162818
496	0.4296388759
497	0.4295672082
498	0.4294698321
499	0.4293806359
500	0.4292729933
501	0.429182294
502	0.4291238237
503	0.4290356218
504	0.4289640858
505	0.4288988831
506	0.4287916433
507	0.4287121044
508	0.4286267392
509	0.4285500554
510	0.4284883455
511	0.4284285638
512	0.428335521
513	0.4282482379
514	0.428150413
515	0.4281075688
516	0.4280244674
517	0.4279011589
518	0.4278560449
519	0.4277695504
520	0.4277160183
521	0.4276484381
522	0.4275678795
523	0.4274328567
524	0.4273839187
525	0.4273109782
526	0.4272570039
527	0.4272069848
528	0.4271284946
529	0.4270764078
530	0.4270153791
531	0.4269356294
532	0.4268816294
533	0.4268010336
534	0.4267662902
535	0.4267066907
536	0.4266696389
537	0.4265911754
538	0.4265237433
539	0.426475043
540	0.4264366701
541	0.4263872217
542	0.4263331826
543	0.4262257343
544	0.4261970199
545	0.4261367792
546	0.4260476989
547	0.4259876507
548	0.4258915603
549	0.4258334502
550	0.4257739328
551	0.4257190086
552	0.4256800121
553	0.4256299574
554	0.4255373933
555	0.4254624508
556	0.4253771033
557	0.4252884926
558	0.425198168
559	0.4251270734
560	0.4250819397
561	0.425037544
562	0.4249813427
563	0.4249042614
564	0.4248642208
565	0.4248154251
566	0.4247188086
567	0.4246494453
568	0.4245616198
569	0.4244985413
570	0.4244146685
571	0.424363677
572	0.4242674504
573	0.4242247828
574	0.424107197
575	0.4240267369
576	0.4239548543
577	0.4238920229
578	0.4238443508
579	0.4237609958
580	0.423733728
581	0.4236627018
582	0.4235822119
583	0.4234932922
584	0.4234121102
585	0.4233552698
586	0.4232974527
587	0.423245387
588	0.4232115119
589	0.4231184521
590	0.4230836596
591	0.4230142555
592	0.4229528396
593	0.4228712251
594	0.4228178552
595	0.4227587236
596	0.4227211998
597	0.4226685522
598	0.4225916811
599	0.4225705583
600	0.4224871079
601	0.4224444692
602	0.4223809209
603	0.4223139159
604	0.4222712863
605	0.4222134366
606	0.4221344087
607	0.4221032286
608	0.4220249911
609	0.421963992
610	0.4219308568
611	0.4218686263
612	0.4218209904
613	0.4217896891
614	0.4217442347
615	0.4216688575
616	0.4216007731
617	0.4215090062
618	0.4214543397
619	0.421414352
620	0.421352529
621	0.4213053917
622	0.4212436534
623	0.4211770631
624	0.4211255258
625	0.4210665472
626	0.4209539932
627	0.4209130036
628	0.4208743525
629	0.4207939338
630	0.4207422451
631	0.4207048523
632	0.4206856757
633	0.4206102609
634	0.4205657121
635	0.4205082463
636	0.4204594717
637	0.4203808166
638	0.4203058173
639	0.4202496442
640	0.4202101045
641	0.4201484655
642	0.4201253197
643	0.4200828678
644	0.4200158247
645	0.419974245
646	0.4199422743
647	0.4198869546
648	0.4198095483
649	0.4197548801
650	0.4196887224
651	0.419618037
652	0.4195520484
653	0.4195112245
654	0.4194450806
655	0.4193672528
656	0.4192965355
657	0.419271032
658	0.4191573917
659	0.4190977303
660	0.4190694661
661	0.41902943
662	0.4189435491
663	0.4188668854
664	0.418781898
665	0.4187041408
666	0.4186364431
667	0.4185551795
668	0.4185074037
669	0.4184876184
670	0.4184298952
671	0.4183779817
672	0.4182992104
673	0.4182044681
674	0.4181658707
675	0.4181176205
676	0.4180480638
677	0.4179850141
678	0.4179462061
679	0.4178741095
680	0.4178206795
681	0.4177825648
682	0.4177229832
683	0.4176822412
684	0.4176432025
685	0.4175760978
686	0.417527849
687	0.4174533468
688	0.4173943694
689	0.4173488285
690	0.4172929926
691	0.4172388466
692	0.4171888863
693	0.4171622729
694	0.4171315262
695	0.4170870962
696	0.4170653646
697	0.4170215664
698	0.4169566977
699	0.4168859065
700	0.4168328948
701	0.416800168
702	0.4167556837
703	0.4167295718
704	0.4167009263
705	0.4166262469
706	0.4165993035
707	0.4165587308
708	0.4164868594
709	0.4164149228
710	0.4163706149
711	0.4163065676
712	0.4162613942
713	0.4162098946
714	0.4161070171
715	0.416071291
716	0.415999321
717	0.4159584031
718	0.4159100688
719	0.4158702058
720	0.4158180825
721	0.4157691974
722	0.415703186
723	0.4156768237
724	0.4156016302
725	0.415543225
726	0.4154943526
727	0.4154259979
728	0.4153246199
729	0.4152878295
730	0.4152318351
731	0.4152095073
732	0.4151301317
733	0.4150789997
734	0.4150306801
735	0.4149512904
736	0.4148829395
737	0.414827611
738	0.4147770383
739	0.4147359009
740	0.4147002883
741	0.4145997326
742	0.4145610786
743	0.4144937328
744	0.414445846
745	0.4143982638
746	0.4143240193
747	0.4142719806
748	0.4142334452
749	0.4141654387
750	0.4140867483
751	0.4140444128
752	0.4139905135
753	0.4139265734
754	0.4138652087
755	0.4138391765
756	0.4137516221
757	0.4136965209
758	0.4136530077
759	0.4135767434
760	0.4135320233
761	0.4135089049
762	0.4134755891
763	0.4134258056
764	0.4133583138
765	0.4132966749
766	0.4131974294
767	0.4131660918
768	0.4131503524
769	0.4131083096
770	0.4130514372
771	0.4130058182
772	0.4129617489
773	0.4129234339
774	0.4128661814
775	0.4128036661
776	0.4127358726
777	0.412652456
778	0.4126018167
779	0.4125485607
780	0.4124982806
781	0.4124595693
782	0.4124284692
783	0.4123713793
784	0.41229847
785	0.4122267974
786	0.4121838643
787	0.4121443374
788	0.4120909979
789	0.4120404156
790	0.4120128493
791	0.4119525341
792	0.4118666886
793	0.4118417482
794	0.4118175667
795	0.411786933
796	0.4117528628
797	0.4117031451
798	0.4116388689
799	0.4115736601
800	0.4115238376
801	0.4114559548
802	0.4113866736
803	0.4113554062
804	0.4112601599
805	0.4112365223
806	0.4111562079
807	0.411087519
808	0.4110420611
809	0.410961575
810	0.4108680827
811	0.4108058891
812	0.4107583889
813	0.4107381065
814	0.4106886621
815	0.410631334
816	0.4105330222
817	0.4104940486
818	0.4104650826
819	0.4104122297
820	0.4103360731
821	0.4102920425
822	0.4102436027
823	0.4101769715
824	0.4101400339
825	0.4100798814
826	0.4100266038
827	0.4099846453
828	0.409943981
829	0.4098742953
830	0.4098255722
831	0.4097867657
832	0.4097256116
833	0.4096492691
834	0.4096073674
835	0.4095728326
836	0.409464424
837	0.4094413122
838	0.4094133272
839	0.4093746909
840	0.409315796
841	0.4092844401
842	0.4092310629
843	0.409208151
844	0.409158338
845	0.4091021215
846	0.4090302711
847	0.4089738048
848	0.408921607
849	0.4088813194
850	0.4088506525
851	0.4088248646
852	0.4087651145
853	0.4087130941
854	0.4086661073
855	0.4086282975
856	0.4085536025
857	0.4084867541
858	0.4084245362
859	0.4083684821
860	0.4083473791
861	0.4083108741
862	0.4082871632
863	0.4082400547
864	0.4082129323
865	0.4081687554
866	0.4081128939
867	0.4080585102
868	0.4080300673
869	0.4079754493
870	0.4079376875
871	0.4078644059
872	0.4078263988
873	0.4077824417
874	0.4076871256
875	0.4076500917
876	0.407635212
877	0.4075550327
878	0.4074848192
879	0.4074266376
880	0.4073828769
881	0.4073448212
882	0.4072860654
883	0.4072311066
884	0.4071690513
885	0.4071363354
886	0.4070676357
887	0.4070326224
888	0.4069756535
889	0.4069410769
890	0.4068777993
891	0.4068383935
892	0.4067870272
893	0.4067483192
894	0.4067282023
895	0.4066808627
896	0.4066539933
897	0.4066237984
898	0.4065596121
899	0.4065192914
900	0.4064778727
901	0.4064160778
902	0.4063791007
903	0.4063257102
904	0.4062800927
905	0.4062324427
906	0.4061576339
907	0.4060910494
908	0.4060464554
909	0.4060141774
910	0.4059520631
911	0.4059148941
912	0.4058788634
913	0.4058579942
914	0.4058152338
915	0.4057547854
916	0.405720081
917	0.4056938019
918	0.4056404959
919	0.4056065046
920	0.4055476132
921	0.4055178846
922	0.4054883856
923	0.405444622
924	0.4053936307
925	0.4053598777
926	0.4052978989
927	0.4052533301
928	0.4052358394
929	0.4052115883
930	0.4051446222
931	0.4050835438
932	0.4050238426
933	0.4049619581
934	0.4048795906
935	0.4048588059
936	0.4048008313
937	0.4047578486
938	0.4047367731
939	0.4046872733
940	0.4046453142
941	0.4046124581
942	0.4045810484
943	0.4045486948
944	0.4044700617
945	0.4044053437
946	0.4043777374
947	0.4043319488
948	0.4042975939
949	0.404260257
950	0.4042084476
951	0.4041795742
952	0.4041371315
953	0.4040836875
954	0.4040580747
955	0.4040162526
956	0.4039562925
957	0.4039350879
958	0.4038960937
959	0.4038597037
960	0.4038275774
961	0.4037811398
962	0.4037609016
963	0.4036962872
964	0.4036205155
965	0.4035867085
966	0.403551996
967	0.4035118604
968	0.4034557693
969	0.4034074849
970	0.4033660179
971	0.4033304154
972	0.4032954849
973	0.4032547338
974	0.4032114932
975	0.4031831378
976	0.4031338122
977	0.4030837889
978	0.4030520537
979	0.403036261
980	0.4030041058
981	0.4029593921
982	0.402909127
983	0.402835516
984	0.4027800305
985	0.4027663076
986	0.4027118695
987	0.4026564085
988	0.4026277055
989	0.4025856197
990	0.4025222274
991	0.4024854609
992	0.4024605147
993	0.4024031918
994	0.4023489818
995	0.4023146964
996	0.4022741062
997	0.4022145232
998	0.4021802861
999	0.4021401313
